TYPE,RATE_ID,MANAGEMENT_UNIT_CODE,MANAGEMENT_UNIT_NAME,SPECIES_GROUP_CODE,SPECIES_GROUP_NAME,RATE_TYPE_CODE,RATE_TYPE_NAME,RATE,EFFECTIVE_DATE,EXPIRY_DATE
RATE,461,990,Southern Ontario,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,462,990,Southern Ontario,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,463,990,Southern Ontario,MIX,Mixedwood,FRC,Forest Renewal Charge,3.75,1042026,31032027
RATE,464,990,Southern Ontario,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.25,1042026,31032027
RATE,465,990,Southern Ontario,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,5,1042026,31032027
RATE,466,990,Southern Ontario,POP,Poplar,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,467,990,Southern Ontario,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,12.5,1042026,31032027
RATE,468,990,Southern Ontario,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,5,1042026,31032027
RATE,469,990,Southern Ontario,WBR,White Birch,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,470,991,Northwest Ontario,CON,Conifer,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,471,991,Northwest Ontario,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,472,991,Northwest Ontario,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,473,991,Northwest Ontario,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,474,991,Northwest Ontario,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,475,991,Northwest Ontario,MIX,Mixedwood,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,476,991,Northwest Ontario,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,477,991,Northwest Ontario,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,478,991,Northwest Ontario,POP,Poplar,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,479,991,Northwest Ontario,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,480,991,Northwest Ontario,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,481,991,Northwest Ontario,WBR,White Birch,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,482,992,Northeast Ontario,CON,Conifer,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,483,992,Northeast Ontario,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,484,992,Northeast Ontario,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,485,992,Northeast Ontario,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,486,992,Northeast Ontario,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,487,992,Northeast Ontario,MIX,Mixedwood,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,488,992,Northeast Ontario,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,489,992,Northeast Ontario,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,490,992,Northeast Ontario,POP,Poplar,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,491,992,Northeast Ontario,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,492,992,Northeast Ontario,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,493,992,Northeast Ontario,WBR,White Birch,FRC,Forest Renewal Charge,0,1042026,31032027
RATE,494,994,Whitefeather Forest,CON,Conifer,FRC,Forest Renewal Charge,4,1042026,31032027
RATE,495,994,Whitefeather Forest,HEC,Hemlock / Cedar,FRC,Forest Renewal Charge,3.5,1042026,31032027
RATE,496,994,Whitefeather Forest,HG1,Hardwood - Grade 1,FRC,Forest Renewal Charge,8,1042026,31032027
RATE,497,994,Whitefeather Forest,HG2,Hardwood - Grade 2,FRC,Forest Renewal Charge,1.5,1042026,31032027
RATE,498,994,Whitefeather Forest,MHW,Mixedwood Hardwood,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,499,994,Whitefeather Forest,MIX,Mixedwood,FRC,Forest Renewal Charge,2.25,1042026,31032027
RATE,500,994,Whitefeather Forest,MPB,Mixedwood Poplar / White Birch,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,501,994,Whitefeather Forest,MSW,Mixedwood Softwood,FRC,Forest Renewal Charge,4,1042026,31032027
RATE,502,994,Whitefeather Forest,POP,Poplar,FRC,Forest Renewal Charge,0.5,1042026,31032027
RATE,503,994,Whitefeather Forest,PR1,Red Pine / White Pine Category 1,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,504,994,Whitefeather Forest,PR2,Red Pine / White Pine Category 2,FRC,Forest Renewal Charge,6,1042026,31032027
RATE,505,994,Whitefeather Forest,WBR,White Birch,FRC,Forest Renewal Charge,0.5,1042026,31032027
